CLASSE,ESPECIFICACAO,ESPECIFICACOES_CORRELATAS
23,Fios de lã,"Cl.6: Fios de aço | Cl.6: Fios de alumínio | Cl.6: Fios de metal para soldar | Cl.6: Fios de cobre não isolados | Cl.7: Agulhas para máquinas cardadoras de lã | Cl.9: Conta-fios | Cl.9: Fios magnéticos | Cl.9: Fios de prumo | Cl.9: Fios para identificação para fios elétricos | Cl.9: Conectores de fios [eletricidade] | Cl.9: Fios telegráficos | Cl.9: Fios de fusível | Cl.9: Fios de cobre isolados | Cl.9: Fios telefônicos | Cl.10: Fios [cirúrgicos] | Cl.10: Fios guia médicos | Cl.16: Fios para encadernação | Cl.17: Lã de algodão para calafetar | Cl.17: Lã de escória [isolante] | Cl.17: Lã mineral [isolante] | Cl.17: Lã de vidro para isolamento | Cl.21: Lã de aço para limpeza | Cl.21: Lã de vidro, exceto para isolamento | Cl.21: Refugos de lã para limpeza | Cl.22: Lã para estofamento [acolchoamento] | Cl.22: Flocos de lã | Cl.22: Fios para amarrar feixes | Cl.22: Lã crua ou tratada | Cl.22: Lã cardada | Cl.22: Lã penteada | Cl.22: Lã [velo] | Cl.22: Lã tosquiada | Cl.22: Abraçadeiras para fios, não metálicas | Cl.24: Tecido de lã frisado | Cl.24: Tecidos de lã | Cl.24: Tecido de seda ou lã aveludada | Cl.24: Bolsas de lã para envolver bebês | Cl.26: Cordões de lã | Cl.26: Carretéis para fios para bordar ou de lã, exceto partes de máquinas | Cl.40: Tratamento de lã | Cl.42: Avaliação da qualidade da lã"
23,Fios de cânhamo,Cl.6: Fios de aço | Cl.6: Fios de alumínio | Cl.6: Fios de cobre não isolados | Cl.9: Conta-fios | Cl.9: Fios magnéticos | Cl.9: Fios de prumo | Cl.9: Fios para identificação para fios elétricos | Cl.9: Conectores de fios [eletricidade] | Cl.9: Fios de fusível | Cl.9: Fios de cobre isolados | Cl.9: Fios telefônicos | Cl.10: Fios [cirúrgicos] | Cl.10: Fios guia médicos | Cl.16: Fios para encadernação | Cl.22: Fibras de cânhamo | Cl.22: Correias de cânhamo | Cl.24: Tecidos de cânhamo | Cl.24: Panos de cânhamo | Cl.30: Sementes de cânhamo processadas [temperos] | Cl.31: Sementes de cânhamo não processadas
23,Fios de fibra de coco,Cl.9: Fios de prumo | Cl.9: Fios de fusível | Cl.9: Fios telefônicos | Cl.10: Fios guia médicos | Cl.22: Fibra de coco | Cl.29: Manteiga de coco | Cl.29: Coco seco | Cl.29: Gordura de coco | Cl.29: Leite de coco | Cl.31: Cascas de coco
23,Fios de seda,"Cl.6: Fios de aço | Cl.6: Fios de alumínio | Cl.6: Fios de metal para soldar | Cl.6: Fios de cobre não isolados | Cl.9: Conta-fios | Cl.9: Fios magnéticos | Cl.9: Fios de prumo | Cl.9: Fios para identificação para fios elétricos | Cl.9: Conectores de fios [eletricidade] | Cl.9: Fios telegráficos | Cl.9: Fios de fusível | Cl.9: Fios de cobre isolados | Cl.9: Fios telefônicos | Cl.10: Fios [cirúrgicos] | Cl.10: Fios guia médicos | Cl.16: Fios para encadernação | Cl.16: Papel de seda | Cl.20: Carretéis de madeira para fio, seda e cordão | Cl.22: Seda crua | Cl.22: Resíduos de seda | Cl.22: Resíduos de seda | Cl.22: Flocos de seda | Cl.22: Fios para amarrar feixes | Cl.24: Tecidos de seda para estampagem | Cl.24: Seda [tecidos] | Cl.24: Tecido de seda ou lã aveludada | Cl.29: Crisálidas do bicho-da-seda para consumo humano | Cl.31: Ovos de bicho-da-seda | Cl.31: Bichos-da-seda"
23,Algodão fiado,Cl.3: Hastes com pontas de algodão para fins cosméticos | Cl.3: Algodão para uso cosmético | Cl.3: Algodão impregnado com preparações demaquilantes | Cl.5: Algodão antisséptico | Cl.5: Algodão asséptico | Cl.5: Algodão [chumaço] para uso medicinal | Cl.5: Algodão para uso medicinal | Cl.5: Algodão hidrófilo | Cl.5: Molesquim [tecido de algodão] para uso medicinal | Cl.5: Hastes com pontas de algodão para fins médicos | Cl.13: Piroxilina | Cl.17: Lã de algodão para calafetar | Cl.21: Estopa de algodão para limpeza | Cl.22: Algodão cru | Cl.22: Estopa de algodão | Cl.22: Resíduos de algodão [estopa] para estofamentos | Cl.22: Fibras curtas de algodão | Cl.24: Tecidos de algodão | Cl.24: Cotim [tecido leve de linho ou algodão]
23,Fios para costura [linhas],"Cl.7: Comandos de pedal para máquinas de costura | Cl.7: Máquinas para costura | Cl.8: Furadores de costura | Cl.8: Abridores de costura | Cl.9: Fitas métricas [apetrechos de costura] | Cl.9: Conexões para linhas elétricas | Cl.9: Fios de prumo | Cl.9: Marcadores de bainha para costura | Cl.9: Linhas de sondas | Cl.9: Fios de fusível | Cl.9: Fios telefônicos | Cl.10: Fios guia médicos | Cl.16: Moldes para costura | Cl.20: Manequins* | Cl.26: Agulhas de costura | Cl.26: Caixas de costura | Cl.26: Artigos de armarinho [itens de costura], exceto linhas * | Cl.26: Caixas para agulhas de costura | Cl.26: Kits de costura | Cl.26: Carretilhas de marcação para costura | Cl.28: Linhas de pescar"
23,Fiados [fio passado à fieira],"Cl.6: Fio de ferro | Cl.8: Guia fio [ferramenta manual] | Cl.21: Baldes de tecidos fiados | Cl.21: Fio dental | Cl.22: Linhol [fio grosso, untado em cerol] | Cl.24: Tecidos fiados elásticos"
23,Fios de juta,Cl.6: Fios de aço | Cl.6: Fios de alumínio | Cl.9: Fios magnéticos | Cl.9: Fios de prumo | Cl.9: Fios para identificação para fios elétricos | Cl.9: Conectores de fios [eletricidade] | Cl.9: Fios de fusível | Cl.9: Fios telefônicos | Cl.10: Fios [cirúrgicos] | Cl.10: Fios guia médicos | Cl.22: Juta | Cl.24: Tecidos de juta
23,Estambre [lã fiada],Cl.14: Prata fiada | Cl.17: Lã de escória [isolante] | Cl.21: Lã de aço para limpeza | Cl.21: Refugos de lã para limpeza | Cl.22: Flocos de lã | Cl.22: Lã crua ou tratada | Cl.22: Lã cardada | Cl.22: Lã penteada | Cl.22: Lã [velo] | Cl.22: Lã tosquiada | Cl.22: Fibra de poliéster fiada para uso têxtil | Cl.24: Tecido de lã frisado | Cl.24: Tecidos de lã | Cl.24: Tecido de seda ou lã aveludada | Cl.24: Bolsas de lã para envolver bebês | Cl.26: Cordões de lã | Cl.40: Tratamento de lã | Cl.14: Prata fiada | Cl.17: Lã de escória [isolante] | Cl.21: Lã de aço para limpeza | Cl.21: Refugos de lã para limpeza | Cl.22: Flocos de lã | Cl.22: Lã crua ou tratada | Cl.22: Lã cardada | Cl.22: Lã penteada | Cl.22: Lã [velo] | Cl.22: Lã tosquiada | Cl.22: Fibra de poliéster fiada para uso têxtil | Cl.24: Tecido de lã frisado | Cl.24: Tecidos de lã | Cl.24: Tecido de seda ou lã aveludada | Cl.24: Bolsas de lã para envolver bebês | Cl.26: Cordões de lã | Cl.40: Tratamento de lã
23,Lã fiada,Cl.14: Prata fiada | Cl.17: Lã de escória [isolante] | Cl.21: Lã de aço para limpeza | Cl.21: Refugos de lã para limpeza | Cl.22: Flocos de lã | Cl.22: Lã crua ou tratada | Cl.22: Lã cardada | Cl.22: Lã penteada | Cl.22: Lã [velo] | Cl.22: Lã tosquiada | Cl.22: Fibra de poliéster fiada para uso têxtil | Cl.24: Tecido de lã frisado | Cl.24: Tecidos de lã | Cl.24: Tecido de seda ou lã aveludada | Cl.24: Bolsas de lã para envolver bebês | Cl.26: Cordões de lã | Cl.40: Tratamento de lã | Cl.14: Prata fiada | Cl.17: Lã de escória [isolante] | Cl.21: Lã de aço para limpeza | Cl.21: Refugos de lã para limpeza | Cl.22: Flocos de lã | Cl.22: Lã crua ou tratada | Cl.22: Lã cardada | Cl.22: Lã penteada | Cl.22: Lã [velo] | Cl.22: Lã tosquiada | Cl.22: Fibra de poliéster fiada para uso têxtil | Cl.24: Tecido de lã frisado | Cl.24: Tecidos de lã | Cl.24: Tecido de seda ou lã aveludada | Cl.24: Bolsas de lã para envolver bebês | Cl.26: Cordões de lã | Cl.40: Tratamento de lã
23,Fios de linho,Cl.6: Fios de aço | Cl.6: Fios de alumínio | Cl.6: Fios de cobre não isolados | Cl.9: Conta-fios | Cl.9: Fios magnéticos | Cl.9: Fios de prumo | Cl.9: Fios para identificação para fios elétricos | Cl.9: Conectores de fios [eletricidade] | Cl.9: Fios de fusível | Cl.9: Fios de cobre isolados | Cl.9: Fios telefônicos | Cl.10: Fios [cirúrgicos] | Cl.10: Fios guia médicos | Cl.16: Fios para encadernação | Cl.22: Linho em bruto [fibra do linho] | Cl.24: Cotim [tecido leve de linho ou algodão] | Cl.24: Tecidos de linho | Cl.24: Tecido adamascado de linho
23,Fios de raiom,"Cl.6: Fios de aço | Cl.6: Fios de alumínio | Cl.6: Fios de metal comum | Cl.6: Tecidos de fios de metal | Cl.6: Fios de metal para soldar | Cl.6: Fios de metal para atar | Cl.6: Fios de cobre não isolados | Cl.6: Presilhas para fios, em metal | Cl.6: Presilhas para fios, em metal | Cl.8: Esticadores para fios metálicos [ferramentas manuais] | Cl.9: Conta-fios | Cl.9: Fios elétricos | Cl.9: Fios magnéticos | Cl.9: Fios de prumo | Cl.9: Fios para identificação para fios elétricos | Cl.9: Identificadores para fios elétricos | Cl.9: Conectores de fios [eletricidade] | Cl.9: Fios telegráficos | Cl.9: Fios de fusível | Cl.9: Material para condutos elétricos [fios, cabos] | Cl.9: Fios de cobre isolados | Cl.9: Fios telefônicos | Cl.10: Fios [cirúrgicos] | Cl.10: Fios guia médicos | Cl.14: Fios de prata [joias e bijuterias] | Cl.14: Fios de ouro [joalheria] | Cl.16: Fios para encadernação | Cl.17: Fios elásticos, exceto para uso têxtil | Cl.17: Fios para soldar de matérias plásticas | Cl.17: Fios de borracha, exceto para uso têxtil | Cl.22: Resíduos de seda | Cl.22: Fios para amarrar feixes | Cl.22: Fios não metálicos para atar ou embalar | Cl.22: Abraçadeiras para fios, não metálicas | Cl.22: Abraçadeiras para fios, não metálicas"
23,Fios de cerzidura,"Cl.6: Fios de aço | Cl.6: Fios de alumínio | Cl.6: Fios de metal comum | Cl.6: Tecidos de fios de metal | Cl.6: Fios de metal para soldar | Cl.6: Fios de metal para atar | Cl.6: Fios de cobre não isolados | Cl.6: Presilhas para fios, em metal | Cl.6: Presilhas para fios, em metal | Cl.8: Esticadores para fios metálicos [ferramentas manuais] | Cl.9: Conta-fios | Cl.9: Fios elétricos | Cl.9: Fios magnéticos | Cl.9: Fios de prumo | Cl.9: Fios para identificação para fios elétricos | Cl.9: Identificadores para fios elétricos | Cl.9: Conectores de fios [eletricidade] | Cl.9: Fios telegráficos | Cl.9: Fios de fusível | Cl.9: Material para condutos elétricos [fios, cabos] | Cl.9: Fios de cobre isolados | Cl.9: Fios telefônicos | Cl.10: Fios [cirúrgicos] | Cl.10: Fios guia médicos | Cl.14: Fios de prata [joias e bijuterias] | Cl.14: Fios de ouro [joalheria] | Cl.16: Fios para encadernação | Cl.17: Fios elásticos, exceto para uso têxtil | Cl.17: Fios para soldar de matérias plásticas | Cl.17: Fios de borracha, exceto para uso têxtil | Cl.22: Resíduos de seda | Cl.22: Fios para amarrar feixes | Cl.22: Fios não metálicos para atar ou embalar | Cl.22: Abraçadeiras para fios, não metálicas | Cl.22: Abraçadeiras para fios, não metálicas"
23,Seda fiada,Cl.14: Prata fiada | Cl.16: Papel de seda | Cl.22: Seda crua | Cl.22: Resíduos de seda | Cl.22: Resíduos de seda | Cl.22: Flocos de seda | Cl.22: Fibra de poliéster fiada para uso têxtil | Cl.24: Tecidos de seda para estampagem | Cl.24: Seda [tecidos] | Cl.24: Tecido de seda ou lã aveludada | Cl.31: Ovos de bicho-da-seda | Cl.31: Bichos-da-seda
23,Fios de fibra de vidro para uso têxtil,"Cl.4: Óleo para uso têxtil | Cl.17: Fios elásticos, exceto para uso têxtil | Cl.17: Fios de borracha, exceto para uso têxtil | Cl.17: Fibras de carbono, exceto para uso têxtil | Cl.17: Filamentos plásticos, exceto para uso têxtil | Cl.17: Fibra de vidro para isolamento | Cl.17: Tecidos de fibra de vidro para isolamento | Cl.17: Fios de materiais plásticos, exceto para uso têxtil | Cl.21: Fibras de sílica vitrificada, exceto para uso têxtil | Cl.21: Fibra de vidro, exceto para isolamento ou uso têxtil | Cl.21: Linha de fibra de vidro, exceto para uso têxtil | Cl.22: Fibras de sílica vitrificada para uso têxtil | Cl.22: Fibras de carbono para uso têxtil | Cl.22: Fibras de vidro para uso têxtil | Cl.22: Fibra de poliéster fiada para uso têxtil | Cl.24: Tecidos de fibra de vidro para uso têxtil"
23,Fios de borracha para uso têxtil,"Cl.1: Preservativos de borracha | Cl.4: Óleo para uso têxtil | Cl.5: Borracha para uso odontológico | Cl.9: Fios de prumo | Cl.9: Fios de fusível | Cl.9: Fios telefônicos | Cl.17: Borracha sintética | Cl.17: Fios elásticos, exceto para uso têxtil | Cl.17: Fios elásticos, exceto para uso têxtil | Cl.17: Fios de borracha, exceto para uso têxtil | Cl.17: Fibras de carbono, exceto para uso têxtil | Cl.17: Filamentos plásticos, exceto para uso têxtil | Cl.17: Filamentos plásticos, exceto para uso têxtil | Cl.17: Fios de materiais plásticos, exceto para uso têxtil | Cl.17: Borracha líquida | Cl.17: Amortecedores de borracha para uso em paredes de cais | Cl.21: Fibras de sílica vitrificada, exceto para uso têxtil | Cl.22: Fibras de sílica vitrificada para uso têxtil | Cl.22: Fibras de carbono para uso têxtil | Cl.22: Fibras plásticas para uso têxtil | Cl.22: Fibras de vidro para uso têxtil | Cl.22: Fibra de poliéster fiada para uso têxtil"
23,Fios elásticos para uso têxtil,"Cl.4: Óleo para uso têxtil | Cl.9: Fios de prumo | Cl.9: Fios de fusível | Cl.9: Fios telefônicos | Cl.10: Elásticos ortodônticos | Cl.16: Elásticos para escritório | Cl.17: Fios elásticos, exceto para uso têxtil | Cl.17: Fios elásticos, exceto para uso têxtil | Cl.17: Fios de borracha, exceto para uso têxtil | Cl.17: Fibras de carbono, exceto para uso têxtil | Cl.17: Filamentos plásticos, exceto para uso têxtil | Cl.17: Filamentos plásticos, exceto para uso têxtil | Cl.17: Fios de materiais plásticos, exceto para uso têxtil | Cl.21: Fibras de sílica vitrificada, exceto para uso têxtil | Cl.21: Fibra de vidro, exceto para isolamento ou uso têxtil | Cl.21: Linha de fibra de vidro, exceto para uso têxtil | Cl.22: Fibras de sílica vitrificada para uso têxtil | Cl.22: Fibras de carbono para uso têxtil | Cl.22: Fibras plásticas para uso têxtil | Cl.22: Fibras de vidro para uso têxtil | Cl.22: Fibra de poliéster fiada para uso têxtil | Cl.24: Tecidos de fibra de vidro para uso têxtil"
23,Fios de matérias plásticas para uso têxtil,"Cl.1: Dispersões de matérias plásticas | Cl.1: Material para filtragem em matérias plásticas não processadas | Cl.4: Óleo para uso têxtil | Cl.13: Matérias pirofóricas | Cl.16: Matérias plásticas para modelar | Cl.17: Fios elásticos, exceto para uso têxtil | Cl.17: Fios para soldar de matérias plásticas | Cl.17: Fios de borracha, exceto para uso têxtil | Cl.17: Fibras de carbono, exceto para uso têxtil | Cl.17: Filamentos plásticos, exceto para uso têxtil | Cl.17: Filamentos plásticos, exceto para uso têxtil | Cl.17: Fios de materiais plásticos, exceto para uso têxtil | Cl.20: Decorações de matérias plásticas para alimentos | Cl.20: Válvulas de matérias plásticas para encanamentos de água | Cl.20: Rampas plásticas para uso em veículos | Cl.21: Fibras de sílica vitrificada, exceto para uso têxtil | Cl.22: Fibras de sílica vitrificada para uso têxtil | Cl.22: Fibras de carbono para uso têxtil | Cl.22: Fibras plásticas para uso têxtil | Cl.24: Matérias plásticas [substitutas de tecidos]"
23,Passamanaria [fio],"Cl.6: Fio de ferro | Cl.8: Guia fio [ferramenta manual] | Cl.21: Fio dental | Cl.22: Linhol [fio grosso, untado em cerol] | Cl.26: Chenille [passamanaria] | Cl.26: Passamanaria | Cl.26: Passamanaria"
23,Fios de metal para bordados,"Cl.6: Fios de metal comum | Cl.6: Tecidos de fios de metal | Cl.6: Tensores de fios de metal [tirantes de tensão] | Cl.6: Fios de metal para soldar | Cl.6: Fios de metal para atar | Cl.6: Esticadores de tensão para fios de metal [tirantes de tensão] | Cl.6: Presilhas para fios, em metal | Cl.6: Presilhas para fios, em metal | Cl.9: Fios de prumo | Cl.9: Fios de fusível | Cl.9: Fios telefônicos | Cl.14: Fios de metal precioso [joias e bijuterias] | Cl.16: Bordados [modelos] | Cl.24: Lonas [telas] para tapeçaria ou para bordados | Cl.26: Bordados | Cl.26: Bordados | Cl.26: Bordados de prata | Cl.26: Bordados de ouro"
24,Tecidos adesivos para aplicação a quente,Cl.1: Adesivos condutivos | Cl.5: Adesivos para dentaduras | Cl.5: Adesivos transdérmicos com suplementos vitamínicos | Cl.7: Aerógrafos para aplicação de cor [máquinas] | Cl.7: Máquinas para aplicação de goma | Cl.10: Recipientes para aplicação de medicamentos | Cl.22: Oleados [tecidos]* | Cl.30: Cachorro-quente | Cl.40: Aplicação de aviamentos em têxteis | Cl.40: Calandragem de tecidos | Cl.40: Ignifugação de têxteis
24,Tecidos impermeáveis a gases para balões aeronáuticos,Cl.1: Gases propulsores para aerossóis | Cl.1: Neutralizadores de gases tóxicos | Cl.5: Gases para uso medicinal | Cl.7: Motores aeronáuticos | Cl.9: Balões meteorológicos | Cl.12: Balões dirigíveis | Cl.22: Oleados [tecidos]* | Cl.28: Balões de festa | Cl.40: Calandragem de tecidos | Cl.40: Ignifugação de têxteis
24,Tecidos imitação de peles de animais,"Cl.15: Peles de tambor | Cl.18: Peles de animais | Cl.18: Peles curtidas | Cl.18: Peles | Cl.22: Oleados [tecidos]* | Cl.37: Conservação, limpeza e conserto de peles [de animais] | Cl.40: Calandragem de tecidos | Cl.40: Ignifugação de têxteis"
24,Tecidos para mobiliário [estofamento],Cl.20: Peças de mobiliário | Cl.20: Vitrines [mobiliário] | Cl.20: Mobiliário escolar | Cl.20: Bancadas de lavatório [mobiliário] | Cl.20: Armários [mobiliário] | Cl.20: Cavaletes [mobiliário] | Cl.20: Guarda-louças [mobiliário] | Cl.20: Carrinhos [mobiliário] | Cl.20: Armários de cozinha [mobiliário] | Cl.20: Altares [mobiliário] | Cl.22: Oleados [tecidos]* | Cl.22: Ervas para estofamento | Cl.22: Fibras em rama para estofamento e enchimento | Cl.22: Palha para estofamento | Cl.37: Manutenção de mobiliário | Cl.37: Conserto de estofamento | Cl.37: Restauração de mobiliário | Cl.37: Estofamento de móveis | Cl.37: Desodorização de estofamento | Cl.37: Higienização de estofamento | Cl.40: Calandragem de tecidos | Cl.40: Ignifugação de têxteis | Cl.40: Tratamento de têxteis
