marca_base,ncl_base,spec_base,marca_rpi,ncl_rpi,spec_rpi,colide
PROTECTPET,3,lenço umedecido para animais.;,PROTECTOVET,5,medicamentos para uso veterinário;,S
LUNABELLE,35,"assessoria, ultoria e informação ao umidor sobre s e respectivos preços, através de websites, em conexão com comércio realizado pela internet;assessoria, ultoria e informação em gestão de negócios e comercialização de s sob contrato de franquia;comércio [através de qualquer meio] de s;demonstração de s;franchising [sistema qual empresa detentora de uma marca registrada, processo patenteado de produção ou direitos similares concede a outras empresas licença de utilização dessas marcas ou processo",LUNAB,25,"vestuário, incluindo roupa interior e exterior, exceto vestuário de proteção para fins especiais, a saber: calças, jaquetas, camisas, meias, cachecóis enquanto lenços de pescoço, xales, bandanas, cachecóis, cintos; s, sapatos, chinelos [pantufas], sandálias; chapelaria, bonés com viseira, boinas, bonés enquanto chapéus.",S
SYNCPAY,42,"serviço de segurança bancária por meio de utilização de senha [software];serviços de design, pesquisa, desenvolvimento, criação, , , e de suporte técnico de tecnologia, inclusive de software de computador, de programa de computador, de software aplicativo, de hardware de computador e de interface de computador, particularmente para intermediação, , verificação e cruzamento de dados para instituições financeiras; armazenamento eletrônico de dados na área de operação de com instituições financeira",SICPAY,36,"e gestão de ; técnica, e na avaliação de dano em veículo e outros bens móveis;, e em ;processamento de pagamento de cartão de ;processamento de pagamento de cartão de débito;vistoria prévia em veículo para seguradora e corretora de seguro;",S
SATBOX,35,"assessoria, consultoria e informação em de negócios e empresas; comercialização de produtos sob contrato de franquia; franchising [ pelo qual empresa detentora de uma marca registrada, processo patenteado de produção ou direitos similares concede a outras empresas licença de utilização dessas marcas ou processos, sob certas condições - administração de negócios]; de franquia; assessoria, consultoria e informação ao consumidor sobre produtos e respectivos preços, através de websites, em conexão c",STBOX,9,"aplicativo baixável para ambientes virtuais;aplicativos, baixáveis; computadorizado [hardware e software] de monitoramento e detecção de objetos em espaço aéreo, por meio de micro-ondas; computadorizado [hardware e software] de monitoramento e detecção de objetos em espaço aéreo, por meio de ondas de rádio; computadorizado [hardware e software] de monitoramento e detecção de objetos em espaço aéreo, por meio de ondas sonoras; computadorizado [hardware e software] de monitoramento e detecção de o",S
NGARU,18,"alforje de uso pessoal;alforjes;armações de selas;barraca de praia [guarda-sol];barrigueira [artigo de selaria];barrigueiras de couro [montaria];bolsa para cosméticos [vazia];bolsa para tênis;bolsas;bolsas de caça;bolsas de couro para embalagem;bolsas de couro para ferramentas, vazias;bolsas de malhas;bolsas de mão;bolsas de praia;bolsas de viagem;bolsas escolares;bolsas para alpinistas;bolsas para campistas;bolsas para carregar bebês [slings];bolsas para equipamentos esportivos*;bolsas*;bornais",NAGARU,25,vestuário *;,S
ACLOG,39,", e em s;, e s; de s para s [];entrega de malote;entrega de s;entrega de pacotes; de para s [ e ];serviços de em de ;;",ALLOG,39,"aluguel de contêineres de ;; de s;, e em ;, e em s;, e s;corretagem de frete [despachante de frete];corretagem de ; de s para s [];expedição de frete;frete [ de s];frigorífico [ de produto alimentício];intermediação de carga;intermediação de serviços de , por meio de aplicativo;localização e rastreamento de carga para fins de ; de para s [ e ];provimento de s;reservas para ;salvamento em ;serviços de despachantes de frete;serviços de em de ;; aéreo; ferroviário; fluvial; marítimo; por balsa; por",S
VERSATTY,40,"ateliê de costura;confecção de do sob encomenda;confecção de s;montagem de materiais sob encomenda de terceiros;pintura para calçados;sapateiro, confecção sob medida;trabalho em couro;",VERSÁTIL BEACH,25,s de chapelaria;s de malha [];baby-doll;bandanas;bermuda para prática de esporte;biquíni;body [ íntima];boné;calção para banho;camisas;camisetas regata para a prática de esportes;canga;chinelos de banho;lingerie;maiô;malhas []; íntima; para ginástica;s de banho;s de praia;sandálias;sungas; *; para ciclistas;viseiras [chapelaria];,S
LALUNART,35,"gestão de franquia; , e ao consumidor produtos e respectivos preços, através de websites, em conexão com comércio realizado pela internet; de mercado online para compradores e vendedores de produtos e serviços [marketplace]; demonstração de produtos; comércio, importação, exportação e representação comercial de s e produtos alimentícios a saber: doces, s, tortas, salgados, pães, panquecas, massas e s, desde que incluídos nesta classe.;",LA LUNA,43,"aconselhamento relativo a receitas culinárias;alimentação natural e macrobiótica [serviços de fornecimento de comida e ];aluguel de aparelhos de cozimento;, e em culinária;, e em culinária;, e relativa à produção de alimento;, e o vinho e suas características;, e técnica em serviço de alimentação;, e restaurante;churrascaria [restaurante];cyber café [fornecimento de comida e ];decoração de alimentos;decoração de s;escultura em alimentos;fornecimento de cestas de café da manhã [serviços de alimen",S
KATHARINA,37,"serviços de pavimentação asfáltica; coleta de ; e reparação de obras; de rodovias e ferrovias; obras de urbanização; de redes de abastecimento de água, coleta de esgoto e correlatas; serviços de demolição; preparação e limpeza de terrenos e canteiros; serviços de perfurações, terraplenagem; instalação e manutenção elétrica; instalações hidráulicas, sanitárias e de gás; instalação e manutenção de sistemas de centrais de ar condicionado, ventilação e refrigeração; instalação de painéis; montagem e",KARINA CERÂMICA,35,"comércio [através de qualquer meio] de pisos, revestimentos cerâmicos e porcelanatos; comércio (através de qualquer meio) de de não metálicos.;",S
VIVAZ,40,beneficiamento de alimentos;congelamento de alimentos;conservação de alimentos e bebidas;,VIVAS GIROLANDO E GIR LEITEIRO,35,"assessoria, consultoria e informação sobre leilões;comércio [através de qualquer meio] de animais vivos;comércio [através de qualquer meio] de produtos alimentícios [laticínios];leilões;",S
GRID,37,de s; de s;s de (serviços de -);,GRIDMS AUTO CENTER,37,"de s;aperfeiçoamento de equipamento automotivo [instalação, manutenção, reparo][tuning];assessoria, consultoria e informação em reparo e manutenção de s;carregamento de baterias de s;concessionária de s [reparo/assistência técnica para s];conserto de aparelho de som de ;conversão de s a para gás natural;instalação de aparelho de som para ;instalação e conserto de ar condicionado, inclusive de ;instalação e manutenção de instalações a gás;instalação e manutenção de instalações elétricas;instalaçã",S
NUTRALLE,39,"entrega de refeições [delivery];armazenagem, embalagem e entrega de mercadorias (produtos alimentícios) ,desde que incluídos nesta classe.;",DR NUTRA ONE,1,antioxidantes para uso em fabricação;proteínas para a indústria alimentícia;proteínas para uso na fabricação de suplementos alimentares;vitaminas para a indústria alimentícia;vitaminas para uso na fabricação de suplementos alimentares;,S
MALAKA,25,agasalhos para as mãos; anáguas; s de malha []; aventais []; bandanas; bermudas; blazers []; boá [estola de plumas]; bolsos para roupas; bonés; cachecóis; calçados (incluídos nesta classe); calcinhas; calções de ; calções de [sungas]; camisas; camisetas; casacos [capotes]; capuzes []; casacos [jaquetas]; ceroulas; chapéus [chapelaria]; cintas [roupa íntima]; cintos []; cintos porta-moedas []; colarinhos []; coletes; coletes [roupa íntima]; combinação [roupa íntima]; combinações []; corpete; cuec,MILACA GROUP,35,comércio [através de qualquer meio] de adesivos para papelaria ou para uso doméstico;comércio [através de qualquer meio] de aparelhos [lâminas] de barbear;comércio [através de qualquer meio] de aparelhos de iluminação;comércio [através de qualquer meio] de aparelhos de refrigeração;comércio [através de qualquer meio] de aparelhos de ventilação;comércio [através de qualquer meio] de aparelhos e instrumentos científicos;comércio [através de qualquer meio] de aparelhos e instrumentos cinematográfic,S
BCC BOADICCA.ONLINE,40,"alfaiataria; ateliê de costura; confecção de do sob encomenda; confecção de s; tratamento, transformação e envasamento de s, desde que incluídos nesta classe.;",BOADIK@,35,"comércio [através de qualquer meio] de s de cama, mesa e banho;comércio [através de qualquer meio] de s do ;comércio [através de qualquer meio] de calçados;comércio [através de qualquer meio] de s;comércio [através de qualquer meio] de jogos e brinquedos;comércio [através de qualquer meio] de malas e bolsas de viagem;comércio [através de qualquer meio] de s;",S
SOBERANA LINGUIÇARIA,40,beneficiamento de alimentos;congelamento de alimentos;conservação de alimentos e bebidas;,SOBERANO,35,comércio [através de qualquer meio] de artigos de papelaria;comércio [através de qualquer meio] de jogos e brinquedos;comércio [através de qualquer meio] de produtos alimentícios [doces];,S
IMPERA BOUTIQUE,39,"armazenagem, embalagem e entrega de mercadorias (roupas e acessórios do , a saber: bolsas, sapatos e bijuterias) desde que incluídos nesta classe.;",IMPERO,25,artigos de chapelaria;calçados*; *;,S
LIV & CO.,3,acetona [removedor de esmalte de unhas];adstringentes para uso ;água de cheiro para perfumar;água de colônia [eau de cologne];água de toalete [eaux de toilette];água depilatória;água micelar;água oxigenada [peróxido de hidrogênio] para uso ;álcool antisséptico em gel para ;algodão impregnado com demaquilantes;algodão para a ;algodão para uso ;antitranspirantes [s de toalete];argila para estética;aromatizadores de ambiente com varetas [difusores de aroma];basma [tintura cosmética];batons para os ,LIVZ,35,comércio [através de qualquer meio] de s;comércio [através de qualquer meio] de de não medicamentosas;comércio [através de qualquer meio] de s de ;,S
LIV & CO.,3,acetona [removedor de de s];adstringentes para uso ;água de cheiro para perfumar;água de colônia [eau de cologne];água de toalete [eaux de toilette];água depilatória;água micelar;água oxigenada [peróxido de hidrogênio] para uso ;álcool antisséptico em gel para pessoal;algodão impregnado com demaquilantes;algodão para a pessoal;algodão para uso ;antitranspirantes [produtos de toalete];argila para estética;aromatizadores de ambiente com varetas [difusores de aroma];basma [tintura ];batons para os ,LIVZ,3,s;s s; para s; ;s; s para s da ; para pessoal*;,S
NAMAR BRASIL,40,"alfaiataria;ateliê de costura; de artigo do vestuário sob encomenda; de s;sapateiro, sob medida;trabalho em couro;tratamento de tecidos;",NAMAH,40,de s; customização de s.;,S
AURUM COMÉRCIO DE MATERIAIS MÉDICOS HOSPITALARES,10,aparelhos e instrumentos cirúrgicos;aparelhos e instrumentos s;,AURIUM,44,"assessoria, consultoria e informação no campo da saúde e da medicina;avaliação da capacidade auditiva [audiometria];monitoramento remoto de dados s para diagnóstico e tratamento ;ortofonia [articulação correta das palavras];psicoterapia;serviços de rastreamento de dificuldade de aprendizagem;terapia com música [musicoterapia];",S
MECÂNICA DE MACTECH,37,"assistência técnica e manutenção de [hardware];conserto e manutenção de s audiovisuais eletroeletrônicos;instalação de s;instalação e conserto de ;instalação e reparo de s s;instalação e reparo s;instalação, manutenção e conserto de [hardware];instalação, manutenção e reparo de es;instalação, manutenção e reparo de máquinas e equipamentos de escritório;supressão de interferência em s s;",MARCTEC,9,"acumuladores s;adaptadores s;alarme de segurança;alto-falantes;alto-falantes portáteis;amperímetros;amplificador de som para automóvel;amplificadores;antenas;s s medidores;s para medição;s reguladores, s;atuadores s;balanças;balanças de banheiro;balanças de precisão;bases cooler para laptops;bobina [eletricidade];bobinas elétricas;bornes; para bateria [eletricidade];s coaxiais;s s;caixa de fusíveis [eletricidade];calculadoras de bolso;capacitores [condensadores s];carregadores de energia portáte",S
